index,cut_type,end_time,start_time,tool_wear
0,CL,15.006,2.536,0.0
1,A,17.246,15.006,0.253164556962
2,CO,29.798,17.246,0.506329113924
3,A,31.889,29.798,0.759493670886
4,CL,44.415,31.889,1.01265822785
5,A,46.589,44.415,1.26582278481
6,CO,59.366,46.589,1.51898734177
7,A,61.374,59.366,1.77215189873
8,CL,73.985,61.374,2.0253164557
9,A,76.159,73.985,2.27848101266
10,CO,88.77,76.159,2.53164556962
11,A,90.798,88.77,2.78481012658
12,CL,103.474,90.798,3.03797468354
13,A,105.594,103.474,3.29113924051
14,CO,118.24,105.594,3.54430379747
15,A,120.304,118.24,3.79746835443
16,CL,132.873,120.304,4.05063291139
17,A,135.021,132.873,4.30379746835
18,CO,147.724,135.021,4.55696202532
19,A,149.787,147.724,4.81012658228
20,CL,162.382,149.787,5.06329113924
21,A,164.499,162.382,5.3164556962
22,CO,177.166,164.499,5.56962025316
23,A,179.219,177.166,5.82278481013
24,CL,191.758,179.219,6.07594936709
25,A,193.83,191.758,6.32911392405
26,CO,206.453,193.83,6.58227848101
27,A,208.479,206.453,6.83544303797
28,CL,221.114,208.479,7.08860759494
29,A,223.199,221.114,7.3417721519
30,CO,235.685,223.199,7.59493670886
31,A,237.691,235.685,7.84810126582
32,CL,250.094,237.691,8.10126582278
33,A,252.22,250.094,8.35443037975
34,CO,264.791,252.22,8.60759493671
35,A,266.723,264.791,8.86075949367
36,CL,279.251,266.723,9.11392405063
37,A,281.294,279.251,9.36708860759
38,CO,293.706,281.294,9.62025316456
39,A,299.201,293.706,9.87341772152
40,CL,311.571,299.201,11.1392405063
41,A,313.657,311.571,13.417721519
42,CO,326.049,313.657,15.6962025316
43,A,328.011,326.049,17.9746835443
44,CL,339.912,328.011,20.253164557
45,A,342.039,339.912,22.5316455696
46,CO,354.41,342.039,24.8101265823
47,A,356.33,354.41,27.0886075949
48,CL,368.835,356.33,29.3670886076
49,A,370.737,368.835,31.6455696203
50,CO,383.033,370.737,33.9240506329
51,A,384.894,383.033,36.2025316456
52,CL,397.323,384.894,38.4810126582
53,A,399.265,397.323,40.7594936709
54,CO,411.585,399.265,43.0379746835
55,A,413.464,411.585,45.3164556962
56,CL,424.896,413.464,47.5949367089
57,A,426.855,424.896,49.8734177215
58,CO,438.97,426.855,52.1518987342
59,A,440.839,438.97,54.4303797468
60,CL,452.943,440.839,56.7088607595
61,A,454.89,452.943,58.9873417722
62,CO,467.061,454.89,61.2658227848
63,A,468.791,467.061,63.5443037975
64,CL,480.238,468.791,65.8227848101
65,A,481.94,480.238,68.1012658228
66,CO,494.479,481.94,70.3797468354
67,A,496.186,494.479,72.6582278481
68,CL,508.506,496.186,74.9367088608
69,A,510.235,508.506,77.2151898734
70,CO,523.017,510.235,79.4936708861
71,A,524.739,523.017,81.7721518987
72,CL,536.401,524.739,84.0506329114
73,A,538.115,536.401,86.3291139241
74,CO,550.238,538.115,88.6075949367
75,A,551.995,550.238,90.8860759494
76,CL,564.409,551.995,93.164556962
77,A,566.299,564.409,95.4430379747
78,CO,578.161,566.299,97.7215189873
79,A,582.571,578.161,100.0
