index,cut_type,end_time,start_time,tool_wear
0,A,10.667,1.871,0.0
1,CL,11.697,10.667,0.25641025641
2,A,20.694,11.697,0.512820512821
3,CO,21.457,20.694,0.769230769231
4,A,30.083,21.457,1.02564102564
5,CL,31.01,30.083,1.28205128205
6,A,39.795,31.01,1.53846153846
7,CO,40.626,39.795,1.79487179487
8,A,49.468,40.626,2.05128205128
9,CL,50.375,49.468,2.30769230769
10,A,59.316,50.375,2.5641025641
11,CO,60.144,59.316,2.82051282051
12,A,68.363,60.144,3.07692307692
13,CL,69.253,68.363,3.33333333333
14,A,77.988,69.253,3.58974358974
15,CO,78.823,77.988,3.84615384615
16,A,87.272,78.823,4.10256410256
17,CL,88.197,87.272,4.35897435897
18,A,97.153,88.197,4.61538461538
19,CO,97.971,97.153,4.87179487179
20,A,106.713,97.971,5.12820512821
21,CL,107.616,106.713,5.38461538462
22,A,116.514,107.616,5.64102564103
23,CO,117.327,116.514,5.89743589744
24,A,126.181,117.327,6.15384615385
25,CL,127.058,126.181,6.41025641026
26,A,135.828,127.058,6.66666666667
27,CO,136.624,135.828,6.92307692308
28,A,145.581,136.624,7.17948717949
29,CL,146.486,145.581,7.4358974359
30,A,155.293,146.486,7.69230769231
31,CO,156.045,155.293,7.94871794872
32,A,164.79,156.045,8.20512820513
33,CL,165.597,164.79,8.46153846154
34,A,174.463,165.597,8.71794871795
35,CO,175.291,174.463,8.97435897436
36,A,184.257,175.291,9.23076923077
37,CL,185.088,184.257,9.48717948718
38,A,193.957,185.088,9.74358974359
39,CO,196.75,193.957,10.0
40,A,205.636,196.75,11.0256410256
41,CL,206.518,205.636,12.0512820513
42,A,215.482,206.518,13.0769230769
43,CO,216.306,215.482,14.1025641026
44,A,225.304,216.306,15.1282051282
45,CL,226.182,225.304,16.1538461538
46,A,235.016,226.182,17.1794871795
47,CO,235.777,235.016,18.2051282051
48,A,244.729,235.777,19.2307692308
49,CL,245.568,244.729,20.2564102564
50,A,254.572,245.568,21.2820512821
51,CO,255.396,254.572,22.3076923077
52,A,264.413,255.396,23.3333333333
53,CL,265.23,264.413,24.358974359
54,A,274.225,265.23,25.3846153846
55,CO,275.025,274.225,26.4102564103
56,A,283.986,275.025,27.4358974359
57,CL,284.869,283.986,28.4615384615
58,A,293.803,284.869,29.4871794872
59,CO,294.571,293.803,30.5128205128
60,A,303.434,294.571,31.5384615385
61,CL,304.319,303.434,32.5641025641
62,A,313.269,304.319,33.5897435897
63,CO,314.086,313.269,34.6153846154
64,A,323.011,314.086,35.641025641
65,CL,323.883,323.011,36.6666666667
66,A,332.723,323.883,37.6923076923
67,CO,333.532,332.723,38.7179487179
68,A,342.403,333.532,39.7435897436
69,CL,343.27,342.403,40.7692307692
70,A,351.808,343.27,41.7948717949
71,CO,352.556,351.808,42.8205128205
72,A,361.363,352.556,43.8461538462
73,CL,362.219,361.363,44.8717948718
74,A,370.771,362.219,45.8974358974
75,CO,371.578,370.771,46.9230769231
76,A,379.953,371.578,47.9487179487
77,CL,380.796,379.953,48.9743589744
78,A,389.696,380.796,50.0
