index,cut_type,end_time,start_time,tool_wear
0,A,7.528,0.0,0.0
1,CO,20.129,7.528,1.52671755725
2,A,21.696,20.129,3.0534351145
3,CL,34.464,21.696,4.58015267176
4,A,35.89,34.464,6.10687022901
5,CO,48.472,35.89,7.63358778626
6,A,50.052,48.472,9.16030534351
7,CL,62.811,50.052,10.6870229008
8,A,64.239,62.811,12.213740458
9,CO,76.847,64.239,13.7404580153
10,A,78.419,76.847,15.2671755725
11,CL,91.181,78.419,16.7938931298
12,A,92.58,91.181,18.320610687
13,CO,105.211,92.58,19.8473282443
14,A,106.777,105.218,21.3740458015
15,CL,118.594,106.777,22.9007633588
16,A,119.892,118.594,24.427480916
17,CO,132.503,119.892,25.9541984733
18,A,134.081,132.503,27.4809160305
19,CL,146.816,134.081,29.0076335878
20,A,148.277,146.816,30.534351145
21,CO,160.809,148.277,32.0610687023
22,A,162.37,160.809,33.5877862595
23,CL,175.149,162.37,35.1145038168
24,A,176.578,175.149,36.641221374
25,CO,189.192,176.578,38.1679389313
26,A,190.733,189.192,39.6946564885
27,CL,203.475,190.733,41.2213740458
28,A,204.818,203.475,42.7480916031
29,CO,217.485,204.818,44.2748091603
30,A,218.991,217.485,45.8015267176
31,CL,231.817,218.991,47.3282442748
32,A,233.168,231.817,48.8549618321
33,CO,245.936,233.168,50.3816793893
34,A,247.345,245.936,51.9083969466
35,CL,260.139,247.345,53.4351145038
36,A,261.488,260.139,54.9618320611
37,CO,274.24,261.488,56.4885496183
38,A,275.65,274.24,58.0152671756
39,CL,287.909,275.65,59.5419847328
40,A,297.77,287.909,60.1781170483
41,CL,310.683,297.77,60.4325699746
42,A,310.684,310.683,60.6870229008
43,CO,310.686,310.684,60.941475827
44,A,312.199,310.686,61.1959287532
45,CL,325.0,312.199,61.4503816794
46,A,326.383,325.0,61.7048346056
47,CO,339.09,326.383,61.9592875318
48,A,340.541,339.09,62.213740458
49,CL,353.352,340.541,62.4681933842
50,A,354.767,353.352,62.7226463104
51,CO,367.48,354.767,62.9770992366
52,A,368.904,367.48,63.2315521628
53,CL,381.74,368.904,63.4860050891
54,A,383.135,381.74,63.7404580153
55,CO,395.848,383.135,63.9949109415
56,A,397.268,395.848,64.2493638677
57,CL,410.071,397.268,64.5038167939
58,A,411.503,410.071,64.7582697201
59,CO,424.176,411.503,65.0127226463
60,A,425.636,424.176,65.2671755725
61,CL,438.519,425.636,65.5216284987
62,A,439.875,438.519,65.7760814249
63,CO,452.529,439.875,66.0305343511
64,A,453.993,452.529,66.2849872774
65,CL,466.848,453.993,66.5394402036
66,A,468.209,466.848,66.7938931298
67,CO,480.935,468.209,67.048346056
68,A,482.361,480.935,67.3027989822
69,CL,495.324,482.361,67.5572519084
70,A,496.499,495.324,67.8117048346
71,CO,509.366,496.499,68.0661577608
72,A,510.706,509.366,68.320610687
73,CL,523.672,510.706,68.5750636132
74,A,524.871,523.672,68.8295165394
75,CO,537.78,524.871,69.0839694656
76,A,539.059,537.78,69.3384223919
77,CL,552.037,539.059,69.5928753181
78,A,553.233,552.037,69.8473282443
79,CO,566.136,553.233,70.1017811705
80,A,567.444,566.136,70.3562340967
81,CL,579.252,567.444,70.6106870229
82,A,584.429,579.252,70.8651399491
83,CO,585.008,584.429,71.1195928753
84,A,587.597,585.008,71.3740458015
85,CL,600.284,587.597,71.6284987277
86,A,601.763,600.284,71.8829516539
87,CO,614.581,601.763,72.1374045802
88,A,615.997,614.581,72.3918575064
89,CL,628.627,615.997,72.6463104326
90,A,630.124,628.627,72.9007633588
91,CO,642.951,630.124,73.155216285
92,A,644.353,642.951,73.4096692112
93,CL,656.997,644.353,73.6641221374
94,A,658.484,656.997,73.9185750636
95,CO,671.323,658.484,74.1730279898
96,A,672.703,671.323,74.427480916
97,CL,685.342,672.703,74.6819338422
98,A,686.871,685.342,74.9363867684
99,CO,699.675,686.871,75.1908396947
100,A,701.074,699.675,75.4452926209
101,CL,713.711,701.074,75.6997455471
102,A,715.217,713.711,75.9541984733
103,CO,727.414,715.217,76.2086513995
104,A,728.804,727.414,76.4631043257
105,CL,741.479,728.804,76.7175572519
106,A,742.947,741.479,76.9720101781
107,CO,755.461,742.947,77.2264631043
108,A,756.782,755.461,77.4809160305
109,CL,769.512,756.782,77.7353689567
110,A,769.514,769.512,77.989821883
111,CO,769.517,769.514,78.2442748092
112,A,770.913,769.517,78.4987277354
113,CL,783.792,770.913,78.7531806616
114,A,785.089,783.792,79.0076335878
115,CO,797.836,785.089,79.262086514
116,A,799.232,797.836,79.5165394402
117,CL,812.119,799.232,79.7709923664
118,A,813.436,812.119,80.0254452926
119,CO,826.208,813.436,80.2798982188
120,A,827.592,826.208,80.534351145
121,CL,840.492,827.592,80.7888040712
122,A,841.816,840.492,81.0432569975
123,CO,854.581,841.816,81.2977099237
124,A,855.972,854.581,81.5521628499
125,CL,868.333,855.972,81.8066157761
126,A,871.216,868.333,82.0610687023
127,CO,872.001,871.216,82.3155216285
128,A,872.191,872.001,82.5699745547
129,CL,872.996,872.191,82.8244274809
130,A,873.787,872.996,83.0788804071
131,CO,874.47,873.787,83.3333333333
132,A,875.182,874.47,83.5877862595
133,CL,887.406,875.182,83.8422391858
134,A,888.828,887.406,84.096692112
135,CO,901.697,888.828,84.3511450382
136,A,903.051,901.697,84.6055979644
137,CL,915.765,903.051,84.8600508906
138,A,917.204,915.765,85.1145038168
139,CO,930.093,917.204,85.368956743
140,A,931.427,930.093,85.6234096692
141,CL,944.084,931.427,85.8778625954
142,A,945.556,944.084,86.1323155216
143,CO,958.452,945.556,86.3867684478
144,A,959.768,958.452,86.641221374
145,CL,972.481,959.768,86.8956743003
146,A,973.908,972.481,87.1501272265
147,CO,986.841,973.908,87.4045801527
148,A,988.104,986.841,87.6590330789
149,CL,1000.903,988.104,87.9134860051
150,A,1002.279,1000.903,88.1679389313
151,CO,1015.219,1002.279,88.4223918575
152,A,1016.466,1015.219,88.6768447837
153,CL,1029.193,1016.466,88.9312977099
154,A,1030.644,1029.193,89.1857506361
155,CO,1043.599,1030.644,89.4402035623
156,A,1044.8,1043.599,89.6946564885
157,CL,1057.589,1044.8,89.9491094148
158,A,1058.999,1057.589,90.1017811705
159,CO,1071.908,1058.999,90.2290076336
160,A,1073.163,1071.908,90.3562340967
161,CL,1085.143,1073.163,90.4834605598
162,A,1086.593,1085.143,90.6106870229
163,CO,1099.513,1086.593,90.737913486
164,A,1100.751,1099.513,90.8651399491
165,CL,1113.526,1100.751,90.9923664122
166,A,1114.951,1113.526,91.1195928753
167,CO,1127.805,1114.951,91.2468193384
168,A,1129.117,1127.805,91.3740458015
169,CL,1141.859,1129.117,91.5012722646
170,A,1143.324,1141.859,91.6284987277
171,CO,1155.7,1143.324,91.7557251908
172,A,1158.572,1155.7,91.8829516539
173,CL,1159.346,1158.572,92.010178117
174,A,1159.551,1159.346,92.1374045802
175,CO,1160.32,1159.551,92.2646310433
176,A,1160.902,1160.32,92.3918575064
177,CL,1173.128,1160.902,92.5190839695
178,A,1174.546,1173.128,92.6463104326
179,CO,1187.442,1174.546,92.7735368957
180,A,1188.753,1187.442,92.9007633588
181,CL,1201.535,1188.753,93.0279898219
182,A,1202.912,1201.535,93.155216285
183,CO,1215.821,1202.912,93.2824427481
184,A,1217.096,1215.821,93.4096692112
185,CL,1229.889,1217.096,93.5368956743
186,A,1231.268,1229.889,93.6641221374
187,CO,1244.162,1231.268,93.7913486005
188,A,1245.461,1244.162,93.9185750636
189,CL,1258.254,1245.461,94.0458015267
190,A,1259.619,1258.254,94.1730279898
191,CO,1272.51,1259.619,94.3002544529
192,A,1273.794,1272.51,94.427480916
193,CL,1286.397,1273.794,94.5547073791
194,A,1287.124,1286.397,94.6819338422
195,CO,1299.183,1287.124,94.8091603053
196,A,1300.431,1299.183,94.9363867684
197,CL,1313.216,1300.431,95.0127226463
198,A,1314.582,1313.216,95.0381679389
199,CO,1327.541,1314.582,95.0636132316
200,A,1328.761,1327.541,95.0890585242
201,CL,1341.634,1328.761,95.1145038168
202,A,1342.933,1341.634,95.1399491094
203,CO,1355.904,1342.933,95.165394402
204,A,1357.106,1355.904,95.1908396947
205,CL,1369.99,1357.106,95.2162849873
206,A,1371.292,1369.99,95.2417302799
207,CO,1384.281,1371.292,95.2671755725
208,A,1385.457,1384.281,95.2926208651
209,CL,1398.359,1385.457,95.3180661578
210,A,1399.645,1398.359,95.3435114504
211,CO,1412.626,1399.645,95.368956743
212,A,1413.82,1412.626,95.3944020356
213,CL,1426.711,1413.82,95.4198473282
214,A,1428.015,1426.711,95.4452926209
215,CO,1440.42,1428.015,95.4707379135
216,A,1443.391,1440.42,95.4961832061
217,CL,1444.059,1443.391,95.5216284987
218,A,1444.305,1444.059,95.5470737913
219,CO,1444.962,1444.305,95.572519084
220,A,1445.192,1444.962,95.5979643766
221,CL,1457.578,1445.192,95.6234096692
222,A,1458.948,1457.578,95.6488549618
223,CO,1471.878,1458.948,95.6743002545
224,A,1473.147,1471.878,95.6997455471
225,CL,1485.958,1473.147,95.7251908397
226,A,1487.297,1485.958,95.7506361323
227,CO,1499.474,1487.297,95.7760814249
228,A,1500.469,1499.474,95.8015267176
229,CL,1511.58,1500.469,95.8269720102
230,A,1512.949,1511.58,95.8524173028
231,CO,1525.618,1512.949,95.8778625954
232,A,1526.852,1525.618,95.903307888
233,CL,1539.728,1526.852,95.9287531807
234,A,1541.034,1539.728,95.9541984733
235,CO,1553.906,1541.034,95.9796437659
236,A,1555.219,1553.906,96.0050890585
237,CL,1568.059,1555.219,96.0305343511
238,A,1568.06,1568.059,96.0559796438
239,CO,1568.061,1568.06,96.0814249364
240,A,1569.395,1568.061,96.106870229
241,CL,1582.331,1569.395,96.1323155216
242,A,1583.571,1582.331,96.1577608142
243,CO,1596.392,1583.571,96.1832061069
244,A,1597.761,1596.392,96.2086513995
245,CL,1610.616,1597.761,96.2340966921
246,A,1611.937,1610.616,96.2595419847
247,CO,1624.793,1611.937,96.2849872774
248,A,1626.129,1624.793,96.31043257
249,CL,1639.113,1626.129,96.3358778626
250,A,1640.284,1639.113,96.3613231552
251,CO,1653.12,1640.284,96.3867684478
252,A,1654.483,1653.12,96.4122137405
253,CL,1667.448,1654.483,96.4376590331
254,A,1668.638,1667.448,96.4631043257
255,CO,1681.499,1668.638,96.4885496183
256,A,1682.847,1681.499,96.5139949109
257,CL,1695.817,1682.847,96.5394402036
258,A,1696.999,1695.817,96.5648854962
259,CO,1709.006,1696.999,96.5903307888
260,A,1710.357,1709.006,96.6157760814
261,CL,1722.778,1710.357,96.641221374
262,A,1725.694,1722.778,96.6666666667
263,CO,1726.381,1725.694,96.6921119593
264,A,1726.617,1726.381,96.7175572519
265,CL,1727.37,1726.617,96.7430025445
266,A,1727.684,1727.37,96.7684478372
267,CO,1740.074,1727.684,96.7938931298
268,A,1741.399,1740.074,96.8193384224
269,CL,1754.374,1741.399,96.844783715
270,A,1755.57,1754.374,96.8702290076
271,CO,1768.458,1755.57,96.8956743003
272,A,1769.762,1768.458,96.9211195929
273,CL,1782.709,1769.762,96.9465648855
274,A,1783.962,1782.709,96.9720101781
275,CO,1796.848,1783.962,96.9974554707
276,A,1798.113,1796.848,97.0229007634
277,CL,1811.046,1798.113,97.048346056
278,A,1812.323,1811.046,97.0737913486
279,CO,1825.201,1812.323,97.0992366412
280,A,1826.486,1825.201,97.1246819338
281,CL,1839.439,1826.486,97.1501272265
282,A,1840.657,1839.439,97.1755725191
283,CO,1853.55,1840.657,97.2010178117
284,A,1854.85,1853.55,97.2264631043
285,CL,1867.797,1854.85,97.2519083969
286,A,1869.039,1867.797,97.2773536896
287,CO,1881.984,1869.039,97.3027989822
288,A,1883.203,1881.984,97.3282442748
289,CL,1896.204,1883.203,97.3536895674
290,A,1897.363,1896.204,97.3791348601
291,CO,1910.312,1897.363,97.4045801527
292,A,1910.314,1910.312,97.4300254453
293,CL,1910.316,1910.314,97.4554707379
294,A,1911.572,1910.316,97.4809160305
295,CO,1924.557,1911.572,97.5063613232
296,A,1925.747,1924.557,97.5318066158
297,CL,1938.679,1925.747,97.5572519084
298,A,1939.931,1938.679,97.582697201
299,CO,1952.904,1939.931,97.6081424936
300,A,1954.11,1952.904,97.6335877863
301,CL,1967.004,1954.11,97.6590330789
302,A,1968.295,1967.004,97.6844783715
303,CO,1981.274,1968.295,97.7099236641
304,A,1982.441,1981.274,97.7353689567
305,CL,1995.434,1982.441,97.7608142494
306,A,1996.664,1995.434,97.786259542
307,CO,2009.079,1996.664,97.8117048346
308,A,2012.034,2009.079,97.8371501272
309,CL,2012.725,2012.034,97.8625954198
310,A,2012.927,2012.725,97.8880407125
311,CO,2013.746,2012.927,97.9134860051
312,A,2015.093,2013.746,97.9389312977
313,CL,2027.583,2015.093,97.9643765903
314,A,2028.928,2027.583,97.989821883
315,CO,2041.871,2028.928,98.0152671756
316,A,2043.116,2041.871,98.0407124682
317,CL,2055.95,2043.116,98.0661577608
318,A,2057.282,2055.95,98.0916030534
319,CO,2070.208,2057.282,98.1170483461
320,A,2071.476,2070.208,98.1424936387
321,CL,2084.306,2071.476,98.1679389313
322,A,2085.65,2084.306,98.1933842239
323,CO,2098.572,2085.65,98.2188295165
