index,cut_type,end_time,start_time,tool_wear
0,A,10.271,3.604,0.0
1,CL,10.273,10.271,1.37362637363
2,A,10.289,10.273,2.74725274725
3,CO,10.453,10.289,4.12087912088
4,A,10.463,10.453,5.49450549451
5,CL,10.464,10.463,6.86813186813
6,A,18.01,10.464,8.24175824176
7,CO,18.013,18.01,9.61538461538
8,A,18.015,18.013,10.989010989
9,CL,18.016,18.015,12.3626373626
10,A,25.092,18.016,13.7362637363
11,CO,25.462,25.092,15.1098901099
12,A,32.678,25.462,16.4835164835
13,CL,32.693,32.678,17.8571428571
14,A,32.694,32.693,19.2307692308
15,CO,32.883,32.694,20.6043956044
16,A,39.948,32.883,21.978021978
17,CL,40.334,39.948,23.3516483516
18,A,47.57,40.334,24.7252747253
19,CO,47.751,47.57,26.0989010989
20,A,54.832,47.751,27.4725274725
21,CL,55.195,54.832,28.8461538462
22,A,62.422,55.195,30.2197802198
23,CO,62.61,62.422,31.5934065934
24,A,69.7,62.61,32.967032967
25,CL,70.053,69.7,34.3406593407
26,A,77.267,70.053,35.7142857143
27,CO,77.477,77.267,37.0879120879
28,A,84.589,77.477,38.4615384615
29,CL,84.59,84.589,39.8351648352
30,A,84.592,84.59,41.2087912088
31,CO,84.902,84.592,42.5824175824
32,A,92.169,84.902,43.956043956
33,CL,92.329,92.169,45.3296703297
34,A,99.459,92.329,46.7032967033
35,CO,99.784,99.459,48.0769230769
36,A,107.011,99.784,49.4505494505
37,CL,107.189,107.011,50.1648351648
38,A,114.332,107.189,50.4395604396
39,CO,114.641,114.332,50.7142857143
40,A,121.95,114.641,50.989010989
41,CL,122.045,121.95,51.2637362637
42,A,129.233,122.045,51.5384615385
43,CO,129.482,129.233,51.8131868132
44,A,144.159,129.482,52.0879120879
45,CL,144.33,144.159,52.3626373626
46,A,151.792,144.33,52.6373626374
47,CO,156.849,151.792,52.9120879121
48,A,163.581,156.849,53.1868131868
49,CL,163.793,163.581,53.4615384615
50,A,163.794,163.793,53.7362637363
51,CO,163.795,163.794,54.010989011
52,A,177.688,163.795,54.2857142857
53,CL,177.845,177.688,54.5604395604
54,A,192.53,177.845,54.8351648352
55,CO,192.722,192.53,55.1098901099
56,A,207.371,192.722,55.3846153846
57,CL,207.585,207.371,55.6593406593
58,A,281.748,207.585,55.9340659341
59,CO,281.749,281.748,56.2087912088
60,A,281.752,281.749,56.4835164835
61,CL,281.753,281.752,56.7582417582
62,A,304.258,281.753,57.032967033
63,CO,308.861,304.258,57.3076923077
64,A,457.184,308.861,57.5824175824
65,CL,460.583,457.184,57.8571428571
66,A,467.372,460.583,58.1318681319
67,CO,467.377,467.372,58.4065934066
68,A,467.382,467.377,58.6813186813
69,CL,467.384,467.382,58.956043956
70,A,467.391,467.384,59.2307692308
71,CO,467.392,467.391,59.5054945055
72,A,467.394,467.392,59.7802197802
73,CL,467.412,467.394,60.0549450549
74,A,467.417,467.412,60.3296703297
75,CO,467.508,467.417,60.6043956044
76,A,482.186,467.508,60.8791208791
77,CL,482.36,482.186,61.1538461538
78,A,497.069,482.36,61.4285714286
79,CO,497.071,497.069,61.7032967033
80,A,497.073,497.071,61.978021978
81,CL,497.09,497.073,62.2527472527
82,A,497.094,497.09,62.5274725275
83,CO,497.1,497.094,62.8021978022
84,A,497.101,497.1,63.0769230769
85,CL,497.102,497.101,63.3516483516
86,A,497.103,497.102,63.6263736264
87,CO,497.107,497.103,63.9010989011
88,A,497.108,497.107,64.1758241758
89,CL,497.118,497.108,64.4505494505
90,A,497.119,497.118,64.7252747253
91,CO,497.121,497.119,65.0
92,A,497.131,497.121,65.2747252747
93,CL,497.132,497.131,65.5494505495
94,A,497.135,497.132,65.8241758242
95,CO,497.138,497.135,66.0989010989
96,A,497.14,497.138,66.3736263736
97,CL,497.223,497.14,66.6483516484
98,A,511.95,497.223,66.9230769231
99,CO,511.951,511.95,67.1978021978
100,A,511.952,511.951,67.4725274725
101,CL,512.068,511.952,67.7472527473
102,A,526.762,512.068,68.021978022
103,CO,526.763,526.762,68.2967032967
104,A,526.795,526.763,68.5714285714
105,CL,526.927,526.795,68.8461538462
106,A,541.682,526.927,69.1208791209
107,CO,541.701,541.682,69.3956043956
108,A,541.706,541.701,69.6703296703
109,CL,541.721,541.706,69.9450549451
110,A,541.725,541.721,70.1098901099
111,CO,541.726,541.725,70.2472527473
112,A,541.727,541.726,70.3846153846
113,CL,541.747,541.727,70.521978022
114,A,541.748,541.747,70.6593406593
115,CO,541.749,541.748,70.7967032967
116,A,541.75,541.749,70.9340659341
117,CL,541.753,541.75,71.0714285714
118,A,541.755,541.753,71.2087912088
119,CO,541.756,541.755,71.3461538462
120,A,608.474,541.756,71.4835164835
121,CL,611.863,608.474,71.6208791209
122,A,618.516,611.863,71.7582417582
123,CO,618.808,618.516,71.8956043956
124,A,618.809,618.808,72.032967033
125,CL,618.811,618.809,72.1703296703
126,A,618.814,618.811,72.3076923077
127,CO,618.817,618.814,72.4450549451
128,A,633.38,618.817,72.5824175824
129,CL,633.381,633.38,72.7197802198
130,A,633.382,633.381,72.8571428571
131,CO,633.687,633.382,72.9945054945
132,A,633.688,633.687,73.1318681319
133,CL,633.689,633.688,73.2692307692
134,A,641.026,633.689,73.4065934066
135,CO,641.028,641.026,73.543956044
136,A,641.029,641.028,73.6813186813
137,CL,641.053,641.029,73.8186813187
138,A,648.226,641.053,73.956043956
139,CO,648.227,648.226,74.0934065934
140,A,648.228,648.227,74.2307692308
141,CL,648.627,648.228,74.3681318681
142,A,655.853,648.627,74.5054945055
143,CO,655.916,655.853,74.6428571429
144,A,663.1,655.916,74.7802197802
145,CL,663.101,663.1,74.9175824176
146,A,663.102,663.101,75.1098901099
147,CO,663.418,663.102,75.3846153846
148,A,670.74,663.418,75.6593406593
149,CL,670.741,670.74,75.9340659341
150,A,670.742,670.741,76.2087912088
151,CO,670.743,670.742,76.4835164835
152,A,677.981,670.743,76.7582417582
153,CL,678.26,677.981,77.032967033
154,A,692.868,678.26,77.3076923077
155,CO,692.869,692.868,77.5824175824
156,A,692.87,692.869,77.8571428571
157,CL,693.078,692.87,78.1318681319
158,A,707.694,693.078,78.4065934066
159,CO,707.695,707.694,78.6813186813
160,A,707.697,707.695,78.956043956
161,CL,707.699,707.697,79.2307692308
162,A,707.701,707.699,79.5054945055
163,CO,708.129,707.701,79.7802197802
164,A,722.55,708.129,80.0549450549
165,CL,722.552,722.55,80.3296703297
166,A,722.554,722.552,80.6043956044
167,CO,722.555,722.554,80.8791208791
168,A,722.556,722.555,81.1538461538
169,CL,722.935,722.556,81.4285714286
170,A,722.936,722.935,81.7032967033
171,CO,722.938,722.936,81.978021978
172,A,722.939,722.938,82.2527472527
173,CL,722.94,722.939,82.5274725275
174,A,722.941,722.94,82.8021978022
175,CO,722.945,722.941,83.0769230769
176,A,737.431,722.945,83.3516483516
177,CL,737.722,737.431,83.6263736264
178,A,752.307,737.722,83.9010989011
179,CO,752.31,752.307,84.1758241758
180,A,752.311,752.31,84.4505494505
181,CL,752.523,752.311,84.7252747253
182,A,759.97,752.523,85.0
