index,cut_type,end_time,start_time,tool_wear
0,A,11.324,0.0,0.0
1,CL,23.769,11.324,0.240963855422
2,A,25.919,23.769,0.481927710843
3,CO,38.398,25.919,0.722891566265
4,A,40.412,38.398,0.963855421687
5,CL,52.958,40.412,1.20481927711
6,A,55.043,52.958,1.44578313253
7,CO,67.543,55.043,1.68674698795
8,A,69.522,67.543,1.92771084337
9,CL,82.071,69.522,2.1686746988
10,A,84.174,82.071,2.40963855422
11,CO,96.647,84.174,2.65060240964
12,A,98.748,96.647,2.89156626506
13,CL,111.279,98.748,3.13253012048
14,A,113.308,111.279,3.3734939759
15,CO,125.88,113.308,3.61445783133
16,A,127.846,125.88,3.85542168675
17,CL,140.451,127.846,4.09638554217
18,A,142.459,140.451,4.33734939759
19,CO,155.009,142.459,4.57831325301
20,A,156.988,155.009,4.81927710843
21,CL,169.619,156.988,5.06024096386
22,A,171.624,169.619,5.30120481928
23,CO,184.216,171.624,5.5421686747
24,A,186.134,184.216,5.78313253012
25,CL,198.77,186.134,6.02409638554
26,A,200.742,198.77,6.26506024096
27,CO,213.312,200.742,6.50602409639
28,A,215.257,213.312,6.74698795181
29,CL,227.925,215.257,6.98795180723
30,A,229.904,227.925,7.22891566265
31,CO,242.454,229.904,7.46987951807
32,A,244.433,242.454,7.71084337349
33,CL,257.049,244.433,7.95180722892
34,A,259.005,257.049,8.19277108434
35,CO,271.616,259.005,8.43373493976
36,A,273.546,271.616,8.67469879518
37,CL,286.134,273.546,8.9156626506
38,A,288.136,286.134,9.15662650602
39,CO,300.595,288.136,9.39759036145
40,A,331.724,300.595,9.63855421687
41,CL,344.247,331.724,9.87951807229
42,A,346.28,344.247,10.7228915663
43,CO,358.858,346.28,12.1686746988
44,A,360.856,358.858,13.6144578313
45,CL,373.354,360.856,15.0602409639
46,A,375.435,373.354,16.5060240964
47,CO,387.993,375.435,17.9518072289
48,A,389.979,387.993,19.3975903614
49,CL,402.49,389.979,20.843373494
50,A,404.581,402.49,22.2891566265
51,CO,417.12,404.581,23.734939759
52,A,419.133,417.12,25.1807228916
53,CL,431.662,419.133,26.6265060241
54,A,433.689,431.662,28.0722891566
55,CO,446.3,433.689,29.5180722892
56,A,448.255,446.3,30.9638554217
57,CL,460.788,448.255,32.4096385542
58,A,462.844,460.788,33.8554216867
59,CO,475.45,462.844,35.3012048193
60,A,477.444,475.45,36.7469879518
61,CL,489.959,477.444,38.1927710843
62,A,492.029,489.959,39.6385542169
63,CO,504.619,492.029,41.0843373494
64,A,506.564,504.619,42.5301204819
65,CL,519.12,506.564,43.9759036145
66,A,521.132,519.12,45.421686747
67,CO,533.83,521.132,46.8674698795
68,A,535.679,533.83,48.313253012
69,CL,548.406,535.679,49.7590361446
70,A,550.233,548.406,51.2048192771
71,CO,563.033,550.233,52.6506024096
72,A,564.833,563.033,54.0963855422
73,CL,577.616,564.833,55.5421686747
74,A,579.399,577.616,56.9879518072
75,CO,592.18,579.399,58.4337349398
76,A,593.963,592.18,59.8795180723
77,CL,606.734,593.963,61.3253012048
78,A,608.548,606.734,62.7710843373
79,CO,621.184,608.548,64.2168674699
80,A,642.849,621.184,65.6626506024
81,CL,655.644,642.849,67.1084337349
82,A,657.418,655.644,68.5542168675
83,CO,670.24,657.418,70.0
