index,cut_type,end_time,start_time,tool_wear
0,A,15.174,5.155,0.0
1,CL,27.773,15.174,0.251572327044
2,A,30.02,27.773,0.503144654088
3,CO,42.736,30.02,0.754716981132
4,A,44.888,42.736,1.00628930818
5,CL,57.542,44.888,1.25786163522
6,A,59.758,57.542,1.50943396226
7,CO,72.497,59.758,1.76100628931
8,A,74.611,72.497,2.01257861635
9,CL,87.258,74.611,2.2641509434
10,A,89.486,87.258,2.51572327044
11,CO,102.234,89.486,2.76729559748
12,A,104.351,102.234,3.01886792453
13,CL,117.017,104.351,3.27044025157
14,A,119.239,117.017,3.52201257862
15,CO,131.99,119.239,3.77358490566
16,A,134.092,131.99,4.0251572327
17,CL,146.768,134.092,4.27672955975
18,A,148.965,146.768,4.52830188679
19,CO,161.729,148.965,4.77987421384
20,A,163.839,161.729,5.03144654088
21,CL,176.521,163.839,5.28301886792
22,A,178.707,176.521,5.53459119497
23,CO,191.487,178.707,5.78616352201
24,A,193.571,191.487,6.03773584906
25,CL,206.266,193.571,6.2893081761
26,A,208.462,206.266,6.54088050314
27,CO,221.232,208.462,6.79245283019
28,A,223.324,221.232,7.04402515723
29,CL,236.002,223.324,7.29559748428
30,A,238.208,236.002,7.54716981132
31,CO,250.978,238.208,7.79874213836
32,A,253.038,250.978,8.05031446541
33,CL,265.769,253.038,8.30188679245
34,A,267.958,265.769,8.5534591195
35,CO,280.748,267.958,8.80503144654
36,A,282.791,280.748,9.05660377358
37,CL,295.527,282.791,9.30817610063
38,A,297.685,295.527,9.55974842767
39,CO,310.387,297.685,9.81132075472
40,A,323.687,310.387,10.1572327044
41,CL,336.382,323.687,10.786163522
42,A,338.556,336.382,11.4150943396
43,CO,351.385,338.556,12.0440251572
44,A,353.408,351.385,12.6729559748
45,CL,366.136,353.408,13.3018867925
46,A,368.301,366.136,13.9308176101
47,CO,381.135,368.301,14.5597484277
48,A,383.195,381.135,15.1886792453
49,CL,395.876,383.195,15.8176100629
50,A,398.046,395.876,16.4465408805
51,CO,410.876,398.046,17.0754716981
52,A,412.917,410.876,17.7044025157
53,CL,425.625,412.917,18.3333333333
54,A,427.802,425.625,18.9622641509
55,CO,440.617,427.802,19.5911949686
56,A,442.649,440.617,20.2201257862
57,CL,455.381,442.649,20.8490566038
58,A,457.525,455.381,21.4779874214
59,CO,470.36,457.525,22.106918239
60,A,472.362,470.36,22.7358490566
61,CL,485.147,472.362,23.3647798742
62,A,487.237,485.147,23.9937106918
63,CO,500.116,487.237,24.6226415094
64,A,502.087,500.116,25.251572327
65,CL,514.902,502.087,25.8805031447
66,A,516.971,514.902,26.5094339623
67,CO,529.864,516.971,27.1383647799
68,A,531.859,529.864,27.7672955975
69,CL,544.641,531.859,28.3962264151
70,A,546.725,544.641,29.0251572327
71,CO,559.602,546.725,29.6540880503
72,A,561.577,559.602,30.2830188679
73,CL,574.377,561.577,30.9119496855
74,A,576.478,574.377,31.5408805031
75,CO,589.337,576.478,32.1698113208
76,A,591.317,589.337,32.7987421384
77,CL,604.147,591.317,33.427672956
78,A,606.231,604.147,34.0566037736
79,CO,618.975,606.231,34.6855345912
80,A,635.678,618.975,35.1886792453
81,CL,648.456,635.678,35.5660377358
82,A,650.547,648.456,35.9433962264
83,CO,663.418,650.547,36.320754717
84,A,665.405,663.418,36.6981132075
85,CL,678.182,665.405,37.0754716981
86,A,680.285,678.182,37.4528301887
87,CO,693.153,680.285,37.8301886792
88,A,695.157,693.153,38.2075471698
89,CL,707.949,695.157,38.5849056604
90,A,710.025,707.949,38.9622641509
91,CO,722.911,710.025,39.3396226415
92,A,724.898,722.911,39.7169811321
93,CL,737.691,724.898,40.0943396226
94,A,739.781,737.691,40.4716981132
95,CO,752.639,739.781,40.8490566038
96,A,754.645,752.639,41.2264150943
97,CL,767.418,754.645,41.6037735849
98,A,769.52,767.418,41.9811320755
99,CO,782.385,769.52,42.358490566
100,A,784.395,782.385,42.7358490566
101,CL,797.17,784.395,43.1132075472
102,A,799.269,797.17,43.4905660377
103,CO,812.125,799.269,43.8679245283
104,A,814.125,812.125,44.2452830189
105,CL,826.908,814.125,44.6226415094
106,A,829.023,826.908,45.0
107,CO,841.894,829.023,45.3773584906
108,A,843.893,841.894,45.7547169811
109,CL,856.647,843.893,46.1320754717
110,A,858.763,856.647,46.5094339623
111,CO,871.647,858.763,46.8867924528
112,A,873.616,871.647,47.2641509434
113,CL,886.407,873.616,47.641509434
114,A,888.512,886.407,48.0188679245
115,CO,901.387,888.512,48.3962264151
116,A,903.347,901.387,48.7735849057
117,CL,916.216,903.347,49.1509433962
118,A,918.276,916.216,49.5283018868
119,CO,931.06,918.276,49.9056603774
120,A,948.503,931.06,50.4716981132
121,CL,961.456,948.503,51.1006289308
122,A,963.367,961.456,51.7295597484
123,CO,976.351,963.367,52.358490566
124,A,978.234,976.351,52.9874213836
125,CL,991.202,978.234,53.6163522013
126,A,993.112,991.202,54.2452830189
127,CO,1006.1,993.112,54.8742138365
128,A,1007.96,1006.1,55.5031446541
129,CL,1020.958,1007.96,56.1320754717
130,A,1022.859,1020.958,56.7610062893
131,CO,1035.84,1022.859,57.3899371069
132,A,1037.715,1035.84,58.0188679245
133,CL,1050.677,1037.715,58.6477987421
134,A,1052.606,1050.677,59.2767295597
135,CO,1065.599,1052.606,59.9056603774
136,A,1067.448,1065.599,60.534591195
137,CL,1080.42,1067.448,61.1635220126
138,A,1082.343,1080.42,61.7924528302
139,CO,1095.339,1082.343,62.4213836478
140,A,1097.208,1095.339,63.0503144654
141,CL,1110.177,1097.208,63.679245283
142,A,1112.095,1110.177,64.3081761006
143,CO,1125.117,1112.095,64.9371069182
144,A,1126.934,1125.117,65.5660377358
145,CL,1139.931,1126.934,66.1949685535
146,A,1141.832,1139.931,66.8238993711
147,CO,1154.837,1141.832,67.4528301887
148,A,1156.687,1154.837,68.0817610063
149,CL,1169.678,1156.687,68.7106918239
150,A,1171.584,1169.678,69.3396226415
151,CO,1184.603,1171.584,69.9685534591
152,A,1186.407,1184.603,70.5974842767
153,CL,1199.417,1186.407,71.2264150943
154,A,1201.33,1199.417,71.8553459119
155,CO,1214.323,1201.33,72.4842767296
156,A,1216.185,1214.323,73.1132075472
